issue_id,issue_type,severity,role_a,path_a,role_b,path_b,score,reason,suggested_action,target_path,decision,notes
semantic_slice_00014,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/bacterial_canker_fruit/Domates_Outlier-20260503T132553Z-3-001/Ekran görüntüsü 2026-03-14 231401.png,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/bacterial_canker_fruit/Domates_Outlier-20260503T132553Z-3-001/Ekran görüntüsü 2026-03-14 231401.png,,
semantic_slice_00015,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/bacterial_canker_fruit/Domates_Outlier-20260503T132553Z-3-001/Ekran görüntüsü 2026-03-14 231425.png,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/bacterial_canker_fruit/Domates_Outlier-20260503T132553Z-3-001/Ekran görüntüsü 2026-03-14 231425.png,,
semantic_slice_00016,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/bacterial_canker_fruit/Domates_Outlier-20260503T132553Z-3-001/Ekran görüntüsü 2026-03-14 231443.png,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/bacterial_canker_fruit/Domates_Outlier-20260503T132553Z-3-001/Ekran görüntüsü 2026-03-14 231443.png,,
semantic_slice_00017,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/bacterial_canker_fruit/Domates_Outlier-20260503T132553Z-3-001/Ekran görüntüsü 2026-03-14 231457.png,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/bacterial_canker_fruit/Domates_Outlier-20260503T132553Z-3-001/Ekran görüntüsü 2026-03-14 231457.png,,
semantic_slice_00018,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/bacterial_canker_fruit/Domates_Outlier-20260503T132553Z-3-001/Ekran görüntüsü 2026-03-14 231513.png,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/bacterial_canker_fruit/Domates_Outlier-20260503T132553Z-3-001/Ekran görüntüsü 2026-03-14 231513.png,,
semantic_slice_00019,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/bacterial_canker_fruit/Domates_Outlier-20260503T132553Z-3-001/Ekran görüntüsü 2026-03-14 231550.png,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/bacterial_canker_fruit/Domates_Outlier-20260503T132553Z-3-001/Ekran görüntüsü 2026-03-14 231550.png,,
semantic_slice_00020,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/bacterial_canker_fruit/Domates_Outlier-20260503T132553Z-3-001/Ekran görüntüsü 2026-03-14 231605.png,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/bacterial_canker_fruit/Domates_Outlier-20260503T132553Z-3-001/Ekran görüntüsü 2026-03-14 231605.png,,
semantic_slice_00021,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/bacterial_canker_fruit/Domates_Outlier-20260503T132553Z-3-001/Ekran görüntüsü 2026-03-14 231643.png,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/bacterial_canker_fruit/Domates_Outlier-20260503T132553Z-3-001/Ekran görüntüsü 2026-03-14 231643.png,,
semantic_slice_00022,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/bacterial_canker_fruit/Domates_Outlier-20260503T132553Z-3-001/Ekran görüntüsü 2026-03-14 231708.png,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/bacterial_canker_fruit/Domates_Outlier-20260503T132553Z-3-001/Ekran görüntüsü 2026-03-14 231708.png,,
semantic_slice_00023,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/bacterial_canker_fruit/Domates_Outlier-20260503T132553Z-3-001/Ekran görüntüsü 2026-03-14 231717.png,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/bacterial_canker_fruit/Domates_Outlier-20260503T132553Z-3-001/Ekran görüntüsü 2026-03-14 231717.png,,
semantic_slice_00024,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/bacterial_canker_fruit/Domates_Outlier-20260503T132553Z-3-001/Ekran görüntüsü 2026-03-14 231729.png,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/bacterial_canker_fruit/Domates_Outlier-20260503T132553Z-3-001/Ekran görüntüsü 2026-03-14 231729.png,,
semantic_slice_00025,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/bacterial_canker_fruit/Domates_Outlier-20260503T132553Z-3-001/Ekran görüntüsü 2026-03-14 231739.png,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/bacterial_canker_fruit/Domates_Outlier-20260503T132553Z-3-001/Ekran görüntüsü 2026-03-14 231739.png,,
semantic_slice_00009,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/bacterial_canker_fruit/Domates_Outlier-20260503T132553Z-3-001/canker.jpg,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/bacterial_canker_fruit/Domates_Outlier-20260503T132553Z-3-001/canker.jpg,,
semantic_slice_00026,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/blossom_end_rot_fruit/internet_20260506_wikimedia_blossom_end_rot.jpg,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/blossom_end_rot_fruit/internet_20260506_wikimedia_blossom_end_rot.jpg,,
semantic_slice_00027,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/blossom_end_rot_fruit/internet_20260506_wikimedia_blossom_end_rot_tomato_2017_cc0.jpg,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/blossom_end_rot_fruit/internet_20260506_wikimedia_blossom_end_rot_tomato_2017_cc0.jpg,,
semantic_slice_00028,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_test_Fruit_Cracking17_zoom_2_jpg.rf.8fe3ca4c0253d6362cb41ea160e915b2.jpg,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_test_Fruit_Cracking17_zoom_2_jpg.rf.8fe3ca4c0253d6362cb41ea160e915b2.jpg,,
semantic_slice_00029,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_test_Fruit_Cracking18_jpg.rf.8aeef42e19694828d880769bb2e3ed03.jpg,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_test_Fruit_Cracking18_jpg.rf.8aeef42e19694828d880769bb2e3ed03.jpg,,
semantic_slice_00030,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_test_Fruit_Cracking2-Copy_jpg.rf.99e48867c12e43c91e70ee3d1101035e.jpg,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_test_Fruit_Cracking2-Copy_jpg.rf.99e48867c12e43c91e70ee3d1101035e.jpg,,
semantic_slice_00031,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_test_Fruit_Cracking23_jpg.rf.75a60cd4d81b358a64c511b71ff8a11a.jpg,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_test_Fruit_Cracking23_jpg.rf.75a60cd4d81b358a64c511b71ff8a11a.jpg,,
semantic_slice_00032,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_test_Fruit_Cracking_10-Copy_jpg.rf.82762420242898e58a525d405b7ab769.jpg,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_test_Fruit_Cracking_10-Copy_jpg.rf.82762420242898e58a525d405b7ab769.jpg,,
semantic_slice_00033,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_test_Fruit_Cracking_16_zoom_4_jpg.rf.e34c1762d81fe6bd7ac459c6782e42a5.jpg,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_test_Fruit_Cracking_16_zoom_4_jpg.rf.e34c1762d81fe6bd7ac459c6782e42a5.jpg,,
semantic_slice_00034,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_test_Fruit_Cracking_1_jpg.rf.46b5bafab017c1d3c9d734d62419c0ca.jpg,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_test_Fruit_Cracking_1_jpg.rf.46b5bafab017c1d3c9d734d62419c0ca.jpg,,
semantic_slice_00035,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_test_Fruit_Cracking_22-Copy_jpg.rf.f3beba9bc06733ff8e5114ae8a3914e1.jpg,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_test_Fruit_Cracking_22-Copy_jpg.rf.f3beba9bc06733ff8e5114ae8a3914e1.jpg,,
semantic_slice_00036,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_test_Fruit_Cracking_6_jpg.rf.5c5ec89fe4635bc190cb1509ab98e89c.jpg,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_test_Fruit_Cracking_6_jpg.rf.5c5ec89fe4635bc190cb1509ab98e89c.jpg,,
semantic_slice_00037,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_train_Fruit_Cracking1-Copy_jpg.rf.1f9d2e107e0110155a14f7746b093bf2.jpg,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_train_Fruit_Cracking1-Copy_jpg.rf.1f9d2e107e0110155a14f7746b093bf2.jpg,,
semantic_slice_00038,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_train_Fruit_Cracking1-Copy_jpg.rf.5ffe3f5af1a759b7c2650f3d10e04a55.jpg,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_train_Fruit_Cracking1-Copy_jpg.rf.5ffe3f5af1a759b7c2650f3d10e04a55.jpg,,
semantic_slice_00039,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_train_Fruit_Cracking1-Copy_jpg.rf.cb6edbb43144391438a81f419dddf0b4.jpg,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_train_Fruit_Cracking1-Copy_jpg.rf.cb6edbb43144391438a81f419dddf0b4.jpg,,
semantic_slice_00040,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_train_Fruit_Cracking10_jpg.rf.4fc859374748199d3742b0d94f995657.jpg,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_train_Fruit_Cracking10_jpg.rf.4fc859374748199d3742b0d94f995657.jpg,,
semantic_slice_00041,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_train_Fruit_Cracking10_jpg.rf.580821bf55634f8f20a4f4713a9fdede.jpg,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_train_Fruit_Cracking10_jpg.rf.580821bf55634f8f20a4f4713a9fdede.jpg,,
semantic_slice_00042,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_train_Fruit_Cracking10_jpg.rf.e7a7e6c4dda2f04a2bbd9b775df4bdb7.jpg,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_train_Fruit_Cracking10_jpg.rf.e7a7e6c4dda2f04a2bbd9b775df4bdb7.jpg,,
semantic_slice_00043,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_train_Fruit_Cracking10_zoom_3_jpg.rf.06974c58a1b2719919fa0d30f2ca64c7.jpg,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_train_Fruit_Cracking10_zoom_3_jpg.rf.06974c58a1b2719919fa0d30f2ca64c7.jpg,,
semantic_slice_00044,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_train_Fruit_Cracking10_zoom_3_jpg.rf.4626a64bada65c59d69a56672f6f5d09.jpg,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_train_Fruit_Cracking10_zoom_3_jpg.rf.4626a64bada65c59d69a56672f6f5d09.jpg,,
semantic_slice_00045,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_train_Fruit_Cracking10_zoom_3_jpg.rf.6e610fb77e3595b1f435471a36706539.jpg,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_train_Fruit_Cracking10_zoom_3_jpg.rf.6e610fb77e3595b1f435471a36706539.jpg,,
semantic_slice_00046,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_train_Fruit_Cracking10_zoom_5_jpg.rf.3c2de4428173a46096a2e67749098022.jpg,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_train_Fruit_Cracking10_zoom_5_jpg.rf.3c2de4428173a46096a2e67749098022.jpg,,
semantic_slice_00047,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_train_Fruit_Cracking10_zoom_5_jpg.rf.6a8a311facdf3fb42a3474dcf8be2392.jpg,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_train_Fruit_Cracking10_zoom_5_jpg.rf.6a8a311facdf3fb42a3474dcf8be2392.jpg,,
semantic_slice_00048,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_train_Fruit_Cracking10_zoom_5_jpg.rf.eb1d65524bedce81118da1b932a9c147.jpg,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_train_Fruit_Cracking10_zoom_5_jpg.rf.eb1d65524bedce81118da1b932a9c147.jpg,,
semantic_slice_00049,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_train_Fruit_Cracking15_jpg.rf.764adae78899a55afaf09a6429edff7d.jpg,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_train_Fruit_Cracking15_jpg.rf.764adae78899a55afaf09a6429edff7d.jpg,,
semantic_slice_00050,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_train_Fruit_Cracking15_jpg.rf.b919d24afb7263f2c029a157cb090956.jpg,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_train_Fruit_Cracking15_jpg.rf.b919d24afb7263f2c029a157cb090956.jpg,,
semantic_slice_00051,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_train_Fruit_Cracking15_jpg.rf.cdea9ff2c051f2d3ee352bdcca430ee4.jpg,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_train_Fruit_Cracking15_jpg.rf.cdea9ff2c051f2d3ee352bdcca430ee4.jpg,,
semantic_slice_00052,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_train_Fruit_Cracking17_zoom_4_jpg.rf.41390da4b91ee752999e293080cd453b.jpg,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_train_Fruit_Cracking17_zoom_4_jpg.rf.41390da4b91ee752999e293080cd453b.jpg,,
semantic_slice_00053,semantic_slice_suspicion,review,oe,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_train_Fruit_Cracking17_zoom_4_jpg.rf.8a8f74565642b6a5eeb90ae5f0d151cb.jpg,,,same_crop_fruit_negatives,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_fruit_negatives/fruit_cracking_fruit/Domates_Outlier-20260503T132553Z-3-001/Kaggle_train_Fruit_Cracking17_zoom_4_jpg.rf.8a8f74565642b6a5eeb90ae5f0d151cb.jpg,,
