issue_id,issue_type,severity,role_a,path_a,role_b,path_b,score,reason,suggested_action,target_path,decision,notes
semantic_slice_00002,semantic_slice_suspicion,review,ood,ood/off_crop_or_root_disease/off_crop_or_root_disease__grape_black_rot_google_0204.jpg,,,off_crop_or_root_disease,off-crop slice has same-crop path tokens,review visually; fix slice folder only when the reviewer confirms mismatch,ood/off_crop_or_root_disease/off_crop_or_root_disease__grape_black_rot_google_0204.jpg,,
semantic_slice_00003,semantic_slice_suspicion,review,ood,ood/off_crop_or_root_disease/off_crop_or_root_disease__grape_black_rot_google_0209.jpg,,,off_crop_or_root_disease,off-crop slice has same-crop path tokens,review visually; fix slice folder only when the reviewer confirms mismatch,ood/off_crop_or_root_disease/off_crop_or_root_disease__grape_black_rot_google_0209.jpg,,
semantic_slice_00004,semantic_slice_suspicion,review,ood,ood/off_crop_or_root_disease/off_crop_or_root_disease__grape_black_rot_google_0223.jpg,,,off_crop_or_root_disease,off-crop slice has same-crop path tokens,review visually; fix slice folder only when the reviewer confirms mismatch,ood/off_crop_or_root_disease/off_crop_or_root_disease__grape_black_rot_google_0223.jpg,,
semantic_slice_00005,semantic_slice_suspicion,review,ood,ood/off_crop_or_root_disease/off_crop_or_root_disease__grape_black_rot_google_0237.jpg,,,off_crop_or_root_disease,off-crop slice has same-crop path tokens,review visually; fix slice folder only when the reviewer confirms mismatch,ood/off_crop_or_root_disease/off_crop_or_root_disease__grape_black_rot_google_0237.jpg,,
semantic_slice_00006,semantic_slice_suspicion,review,ood,ood/off_crop_or_root_disease/off_crop_or_root_disease__grape_black_rot_google_0260.jpg,,,off_crop_or_root_disease,off-crop slice has same-crop path tokens,review visually; fix slice folder only when the reviewer confirms mismatch,ood/off_crop_or_root_disease/off_crop_or_root_disease__grape_black_rot_google_0260.jpg,,
semantic_slice_00007,semantic_slice_suspicion,review,ood,ood/off_crop_secondary/internet_20260506_bugwood_1572815_strawberry_anthracnose_fruit.jpg,,,off_crop_secondary,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,ood/off_crop_secondary/internet_20260506_bugwood_1572815_strawberry_anthracnose_fruit.jpg,,
semantic_slice_00008,semantic_slice_suspicion,review,ood,ood/off_crop_secondary/internet_20260506_bugwood_1572819_strawberry_anthracnose_fruit.jpg,,,off_crop_secondary,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,ood/off_crop_secondary/internet_20260506_bugwood_1572819_strawberry_anthracnose_fruit.jpg,,
semantic_slice_00009,semantic_slice_suspicion,review,ood,ood/off_crop_secondary/internet_20260506_bugwood_1572820_strawberry_anthracnose_fruit.jpg,,,off_crop_secondary,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,ood/off_crop_secondary/internet_20260506_bugwood_1572820_strawberry_anthracnose_fruit.jpg,,
semantic_slice_00010,semantic_slice_suspicion,review,ood,ood/off_crop_secondary/internet_20260506_wikimedia_strawberry_fruit_rot.jpg,,,off_crop_secondary,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,ood/off_crop_secondary/internet_20260506_wikimedia_strawberry_fruit_rot.jpg,,
semantic_slice_00011,semantic_slice_suspicion,review,ood,ood/off_crop_secondary/internet_20260506_wikimedia_tomato_late_blight_fruit_rot.jpg,,,off_crop_secondary,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,ood/off_crop_secondary/internet_20260506_wikimedia_tomato_late_blight_fruit_rot.jpg,,
semantic_slice_00012,semantic_slice_suspicion,review,ood,ood/off_crop_secondary/off_crop_secondary__anthracnose_fruit_rot_58.jpg,,,off_crop_secondary,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,ood/off_crop_secondary/off_crop_secondary__anthracnose_fruit_rot_58.jpg,,
semantic_slice_00013,semantic_slice_suspicion,review,ood,ood/off_crop_secondary/off_crop_secondary__anthracnose_fruit_rot_81.jpg,,,off_crop_secondary,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,ood/off_crop_secondary/off_crop_secondary__anthracnose_fruit_rot_81.jpg,,
semantic_slice_00014,semantic_slice_suspicion,review,ood,ood/off_crop_secondary/off_crop_secondary__powdery_mildew_fruit_59.jpg,,,off_crop_secondary,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,ood/off_crop_secondary/off_crop_secondary__powdery_mildew_fruit_59.jpg,,
semantic_slice_00015,semantic_slice_suspicion,review,ood,ood/off_crop_secondary/off_crop_secondary__powdery_mildew_fruit_60.jpg,,,off_crop_secondary,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,ood/off_crop_secondary/off_crop_secondary__powdery_mildew_fruit_60.jpg,,
semantic_slice_00016,semantic_slice_suspicion,review,ood,ood/off_crop_secondary/off_crop_secondary__powdery_mildew_fruit_62.jpg,,,off_crop_secondary,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,ood/off_crop_secondary/off_crop_secondary__powdery_mildew_fruit_62.jpg,,
semantic_slice_00017,semantic_slice_suspicion,review,ood,ood/off_crop_secondary/takviye_20260514_anthracnose_fruit_rot_48_jpg_adlı_dosyanın_kopyası_6cead78b7677.jpg,,,off_crop_secondary,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,ood/off_crop_secondary/takviye_20260514_anthracnose_fruit_rot_48_jpg_adlı_dosyanın_kopyası_6cead78b7677.jpg,,
semantic_slice_00018,semantic_slice_suspicion,review,ood,ood/off_crop_secondary/takviye_20260514_rebalanced_20260510_oe_to_ood_fruit_failure_unsupported_5ecf710898f3.jpg,,,off_crop_secondary,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,ood/off_crop_secondary/takviye_20260514_rebalanced_20260510_oe_to_ood_fruit_failure_unsupported_5ecf710898f3.jpg,,
semantic_slice_00019,semantic_slice_suspicion,review,ood,ood/off_crop_secondary/takviye_20260514_rebalanced_20260510_oe_to_ood_fruit_failure_unsupported_d8a63afdc248.jpg,,,off_crop_secondary,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,ood/off_crop_secondary/takviye_20260514_rebalanced_20260510_oe_to_ood_fruit_failure_unsupported_d8a63afdc248.jpg,,
semantic_slice_00020,semantic_slice_suspicion,review,ood,ood/off_crop_secondary/takviye_20260514_rebalanced_20260510_oe_to_ood_fruit_unknown_unsupported_4c34f1efb974.png,,,off_crop_secondary,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,ood/off_crop_secondary/takviye_20260514_rebalanced_20260510_oe_to_ood_fruit_unknown_unsupported_4c34f1efb974.png,,
semantic_slice_00021,semantic_slice_suspicion,review,ood,ood/off_crop_secondary/takviye_20260514_rebalanced_20260510_oe_to_ood_fruit_unknown_unsupported_87ada48efa45.png,,,off_crop_secondary,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,ood/off_crop_secondary/takviye_20260514_rebalanced_20260510_oe_to_ood_fruit_unknown_unsupported_87ada48efa45.png,,
semantic_slice_00022,semantic_slice_suspicion,review,ood,ood/off_crop_secondary/takviye_20260514_rebalanced_20260510_oe_to_ood_fruit_unknown_unsupported_eb92846a1a2c.png,,,off_crop_secondary,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,ood/off_crop_secondary/takviye_20260514_rebalanced_20260510_oe_to_ood_fruit_unknown_unsupported_eb92846a1a2c.png,,
semantic_slice_00023,semantic_slice_suspicion,review,ood,ood/off_crop_secondary/takviye_20260514_rebalanced_20260510_oe_to_ood_fruit_unknown_unsupported_f6e052191997.png,,,off_crop_secondary,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,ood/off_crop_secondary/takviye_20260514_rebalanced_20260510_oe_to_ood_fruit_unknown_unsupported_f6e052191997.png,,
semantic_slice_00024,semantic_slice_suspicion,review,ood,ood/off_crop_secondary/takviye_20260514_rebalanced_20260510_oe_to_ood_fruit_unknown_unsupported_f900958933de.png,,,off_crop_secondary,leaf adapter pool item has fruit-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,ood/off_crop_secondary/takviye_20260514_rebalanced_20260510_oe_to_ood_fruit_unknown_unsupported_f900958933de.png,,
