issue_id,issue_type,severity,role_a,path_a,role_b,path_b,score,reason,suggested_action,target_path,decision,notes
semantic_slice_00071,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/129.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/129.jpg,,
semantic_slice_00072,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/13.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/13.jpg,,
semantic_slice_00073,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/133.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/133.jpg,,
semantic_slice_00074,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/137.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/137.jpg,,
semantic_slice_00075,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/14.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/14.jpg,,
semantic_slice_00076,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/141.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/141.jpg,,
semantic_slice_00077,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/142.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/142.jpg,,
semantic_slice_00078,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/145.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/145.jpg,,
semantic_slice_00079,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/149.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/149.jpg,,
semantic_slice_00080,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/153.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/153.jpg,,
semantic_slice_00081,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/157.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/157.jpg,,
semantic_slice_00082,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/158.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/158.jpg,,
semantic_slice_00083,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/161.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/161.jpg,,
semantic_slice_00084,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/165.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/165.jpg,,
semantic_slice_00085,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/169.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/169.jpg,,
semantic_slice_00086,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/17.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/17.jpg,,
semantic_slice_00087,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/173.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/173.jpg,,
semantic_slice_00088,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/174.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/174.jpg,,
semantic_slice_00089,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/177.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/177.jpg,,
semantic_slice_00090,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/181.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/181.jpg,,
semantic_slice_00091,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/185.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/185.jpg,,
semantic_slice_00092,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/189.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/189.jpg,,
semantic_slice_00093,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/190.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/190.jpg,,
semantic_slice_00094,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/193.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/193.jpg,,
semantic_slice_00095,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/197.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/197.jpg,,
semantic_slice_00096,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/201.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/201.jpg,,
semantic_slice_00097,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/205.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/205.jpg,,
semantic_slice_00098,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/206.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/206.jpg,,
semantic_slice_00099,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/209.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/209.jpg,,
semantic_slice_00100,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/21.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/21.jpg,,
semantic_slice_00101,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/213.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/213.jpg,,
semantic_slice_00102,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/217.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/217.jpg,,
semantic_slice_00103,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/221.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/221.jpg,,
semantic_slice_00104,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/222.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/222.jpg,,
semantic_slice_00105,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/229.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/229.jpg,,
semantic_slice_00106,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/233.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/233.jpg,,
semantic_slice_00107,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/237.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/237.jpg,,
semantic_slice_00108,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/238.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/238.jpg,,
semantic_slice_00109,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/245.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/245.jpg,,
semantic_slice_00110,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/249.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/249.jpg,,
semantic_slice_00111,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/25.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/25.jpg,,
semantic_slice_00112,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/253.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/253.jpg,,
semantic_slice_00113,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/254.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/254.jpg,,
semantic_slice_00114,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/261.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/261.jpg,,
semantic_slice_00115,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/265.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/265.jpg,,
semantic_slice_00116,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/269.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/269.jpg,,
semantic_slice_00117,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/270.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/270.jpg,,
semantic_slice_00118,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/277.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/277.jpg,,
semantic_slice_00119,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/281.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/281.jpg,,
semantic_slice_00120,semantic_slice_suspicion,review,oe,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/285.jpg,,,same_crop_leaf_negatives,fruit adapter pool item has leaf-like path or slice tokens,review visually; fix slice folder only when the reviewer confirms mismatch,oe/same_crop_leaf_negatives/brown_spot_leaf/z_m_Outlier-20260503T132613Z-3-001/285.jpg,,
